run_id,dataset_id,strategy,seed,split_id,embedding_id,val_auprc,test_auprc,val_auroc,test_auroc,test_f1,test_mcc,schema_path,model_path,preds_test_path,align_train_method,align_val_method,align_test_method
20260125T182441Z,amp_case_study_v1,splits,77,amp_case_study_v1__random__seed_77,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.9028378619208732,0.9999999999999999,0.9183344403089507,0.7798561151079136,0.6823251424621511,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_77/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/random/seed_77/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_77/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,77,amp_case_study_v1__random__seed_77,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.8633807303223283,1.0,0.8991969815856692,0.7457142857142857,0.6265331118223829,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_77/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/stratified/seed_77/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_77/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,101,amp_case_study_v1__random__seed_101,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.9130420915198465,1.0,0.9270501055111154,0.7931034482758621,0.6860521496219927,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_101/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/random/seed_101/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_101/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,101,amp_case_study_v1__random__seed_101,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.9079770727431915,1.0,0.918633867009466,0.7674074074074074,0.679078276750207,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_101/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/stratified/seed_101/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_101/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,1337,amp_case_study_v1__random__seed_1337,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.8842416696636833,1.0,0.9112883564522909,0.7617689015691869,0.6453604276281638,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_1337/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/random/seed_1337/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_1337/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,1337,amp_case_study_v1__random__seed_1337,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.9092854328005138,0.9999999999999999,0.9250947428170754,0.8033707865168539,0.7088179962823302,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_1337/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/stratified/seed_1337/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_1337/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,2024,amp_case_study_v1__random__seed_2024,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.884451185657561,1.0,0.9127537544022859,0.7782426778242678,0.6704126006370682,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_2024/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/random/seed_2024/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_2024/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,2024,amp_case_study_v1__random__seed_2024,embedding_esm2_t6_8M_UR50D_mean_last_bs4,1.0,0.8988158538998611,1.0,0.9137402126913637,0.7892503536067893,0.6897896303427049,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_2024/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/stratified/seed_2024/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_2024/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,9001,amp_case_study_v1__random__seed_9001,embedding_esm2_t6_8M_UR50D_mean_last_bs4,0.9999999999999999,0.907661346426681,1.0,0.9208481528757141,0.7799442896935933,0.6778083485703715,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_9001/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/random/seed_9001/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_9001/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T182441Z,amp_case_study_v1,splits,9001,amp_case_study_v1__random__seed_9001,embedding_esm2_t6_8M_UR50D_mean_last_bs4,0.9999999999999999,0.9184193306132893,1.0,0.9332230087313645,0.8194444444444444,0.7295045900792728,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_9001/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,../../demonstrative_applications/case_demo_01/splits/stratified/seed_9001/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_9001/models/random_forest/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
