task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,seed,attempt,derived_seed,objective,feasible,train_sequences,train_positives,train_negatives,train_prevalence,train_size_deviation,train_prevalence_deviation,train_cluster_count,validation_sequences,validation_positives,validation_negatives,validation_prevalence,validation_size_deviation,validation_prevalence_deviation,validation_cluster_count,test_sequences,test_positives,test_negatives,test_prevalence,test_size_deviation,test_prevalence_deviation,test_cluster_count,maximum_split_size_deviation,maximum_prevalence_deviation,minimum_split_sequences,minimum_split_positives,minimum_split_negatives
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,11,0,11000033,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27516,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,740,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,1019,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,12,0,12000036,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27516,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,927,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,832,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,13,0,13000039,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27517,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,939,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,819,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,14,2,14000044,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27516,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,870,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,889,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,15,0,15000045,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27516,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,812,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,947,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,16,1,16000049,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27516,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,731,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,1028,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,17,0,17000051,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27517,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,934,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,824,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,18,0,18000054,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27517,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,895,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,863,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_toxic_without_amp_evidence,H90,0.9,0.9,19,0,19000057,0.0016969490854209695,1,31235,24087,7148,0.7711541539939171,9.604702462418734e-06,7.406706201695812e-06,27516,6693,5162,1531,0.7712535484834903,2.2410972412038607e-05,9.198778337149438e-05,795,6693,5161,1532,0.7711041386523233,2.2410972412038607e-05,5.742204779546345e-05,964,2.2410972412038607e-05,9.198778337149438e-05,6693,5161,1531
amp_vs_without_amp_evidence,H30,0.3,0.9,0,19,19,0.02760069561447912,1,60531,24054,36477,0.3973831590424741,4.7907040517696356e-05,0.000526111630652859,47737,12973,5181,7792,0.3993679179835042,0.00011178309454157196,0.0014586473103772035,861,12973,5175,7798,0.39890541894704384,0.00011178309454157196,0.0009961482739168637,785,0.00011178309454157196,0.0014586473103772035,12973,5175,7792
