task_id,amp_label,class_name,feature_type,feature,n,minimum,maximum,mean,standard_deviation,median,q1,q3,iqr
amp_vs_toxic_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_V,34410,0.0,1.0,0.056915256137759794,0.062079666936485825,0.04878048780487805,0.0,0.08333333333333333,0.08333333333333333
amp_vs_toxic_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_W,34410,0.0,1.0,0.034856397122656,0.07926707506715333,0.0,0.0,0.03571428571428571,0.03571428571428571
amp_vs_toxic_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_Y,34410,0.0,1.0,0.023793960698169556,0.042051885979537774,0.0,0.0,0.038461538461538464,0.038461538461538464
amp_vs_without_amp_evidence,0,background_negative,physicochemical,net_charge,52067,-33.041,34.996,1.1773284806115198,3.8295479680896127,0.861,-1.001,2.996,3.997
amp_vs_without_amp_evidence,0,background_negative,physicochemical,mean_hydrophobicity,52067,-2.5,1.4,0.02176461022437864,0.31227925941853624,0.01160000000000004,-0.13333333333333333,0.17787317808678177,0.31120651142011513
amp_vs_without_amp_evidence,0,background_negative,physicochemical,charged_residue_proportion,52067,0.0,1.0,0.2675828431183829,0.14689564514123038,0.26618705035971224,0.16666666666666666,0.3529411764705882,0.18627450980392155
amp_vs_without_amp_evidence,0,background_negative,physicochemical,hydrophobic_ratio,52067,0.0,1.0,0.38909852662815053,0.14967088630297914,0.38461538461538464,0.3076923076923077,0.4666666666666667,0.15897435897435896
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_A,52067,0.0,1.0,0.07873230009516534,0.08290787296824398,0.0625,0.0,0.1111111111111111,0.1111111111111111
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_C,52067,0.0,1.0,0.04529954088009227,0.07317722438167308,0.0,0.0,0.06666666666666667,0.06666666666666667
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_D,52067,0.0,0.6470588235294118,0.03827909275213323,0.05376580130894713,0.018867924528301886,0.0,0.06153846153846154,0.06153846153846154
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_E,52067,0.0,1.0,0.04491560487882563,0.06455475942152139,0.022727272727272728,0.0,0.06666666666666667,0.06666666666666667
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_F,52067,0.0,0.75,0.04524916858042226,0.05903825980652034,0.030303030303030304,0.0,0.06666666666666667,0.06666666666666667
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_G,52067,0.0,1.0,0.07085106752655625,0.07686663870811326,0.05714285714285714,0.0,0.1,0.1
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_H,52067,0.0,1.0,0.02179415008563168,0.04637052360168183,0.0,0.0,0.030303030303030304,0.030303030303030304
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_I,52067,0.0,1.0,0.040635219277107996,0.05512762910866609,0.02702702702702703,0.0,0.0625,0.0625
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_K,52067,0.0,1.0,0.05065942208065161,0.06418437818908411,0.03571428571428571,0.0,0.07692307692307693,0.07692307692307693
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_L,52067,0.0,1.0,0.0960320769066245,0.08667748870850159,0.08333333333333333,0.030303030303030304,0.13636363636363635,0.10606060606060605
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_M,52067,0.0,1.0,0.02790362471060716,0.04191456070864754,0.015151515151515152,0.0,0.041666666666666664,0.041666666666666664
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_N,52067,0.0,1.0,0.035554707040464616,0.04955902367682343,0.02040816326530612,0.0,0.05714285714285714,0.05714285714285714
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_P,52067,0.0,1.0,0.07084045268164299,0.08760201916133499,0.05,0.0,0.09339563862928349,0.09339563862928349
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_Q,52067,0.0,1.0,0.042868735236890276,0.07416084375042714,0.02158273381294964,0.0,0.056179775280898875,0.056179775280898875
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_R,52067,0.0,1.0,0.06663503244104846,0.07890539293406311,0.05263157894736842,0.0,0.1,0.1
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_S,52067,0.0,1.0,0.07625087053607411,0.07093820987684703,0.06666666666666667,0.0,0.1111111111111111,0.1111111111111111
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_T,52067,0.0,1.0,0.04560321909438538,0.054068259949036954,0.03571428571428571,0.0,0.07142857142857142,0.07142857142857142
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_V,52067,0.0,1.0,0.05524659617813099,0.0623763010658343,0.045454545454545456,0.0,0.08130081300813008,0.08130081300813008
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_W,52067,0.0,1.0,0.01614896286872689,0.04111190634957627,0.0,0.0,0.015384615384615385,0.015384615384615385
amp_vs_without_amp_evidence,0,background_negative,amino_acid_composition,aa_fraction_Y,52067,0.0,0.8,0.030500156148818354,0.055392600429964564,0.0,0.0,0.043478260869565216,0.043478260869565216
amp_vs_without_amp_evidence,1,amp_positive,physicochemical,net_charge,34410,-19.993,45.99,3.014388782330718,3.98102610779686,2.994,0.758,4.996,4.238
amp_vs_without_amp_evidence,1,amp_positive,physicochemical,mean_hydrophobicity,34410,-2.5,1.25,-0.041526402084427795,0.35270756132662856,-0.011572727272727273,-0.21698913043478257,0.16796727305154271,0.3849564034863253
amp_vs_without_amp_evidence,1,amp_positive,physicochemical,charged_residue_proportion,34410,0.0,1.0,0.32669855780850304,0.13762769194435095,0.3225806451612903,0.24242424242424243,0.4,0.1575757575757576
amp_vs_without_amp_evidence,1,amp_positive,physicochemical,hydrophobic_ratio,34410,0.0,1.0,0.3974467309175847,0.14356540940787263,0.4,0.32075471698113206,0.48484848484848486,0.1640937678673528
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_A,34410,0.0,1.0,0.0689832970736534,0.076635033793388,0.0536313518696069,0.0,0.10126582278481013,0.10126582278481013
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_C,34410,0.0,0.5454545454545454,0.0459001509539162,0.06877834680532424,0.0,0.0,0.08,0.08
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_D,34410,0.0,1.0,0.024614832641064933,0.04129128425795094,0.0,0.0,0.041666666666666664,0.041666666666666664
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_E,34410,0.0,1.0,0.03332799208605326,0.05212180432895908,0.0,0.0,0.05333333333333334,0.05333333333333334
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_F,34410,0.0,1.0,0.04570257928491516,0.06154309568854867,0.029411764705882353,0.0,0.06666666666666667,0.06666666666666667
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_G,34410,0.0,1.0,0.076991164053904,0.0750670996381102,0.06666666666666667,0.0,0.1111111111111111,0.1111111111111111
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_H,34410,0.0,1.0,0.020554079717550085,0.04342993451074753,0.0,0.0,0.027777777777777776,0.027777777777777776
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_I,34410,0.0,0.6153846153846154,0.05955277572310146,0.06524837654994167,0.047619047619047616,0.0,0.08695652173913043,0.08695652173913043
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_K,34410,0.0,1.0,0.11549631863492206,0.11362079412086143,0.08823529411764706,0.03669724770642202,0.16,0.12330275229357798
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_L,34410,0.0,1.0,0.10613076381518297,0.10348939984281487,0.08333333333333333,0.03571428571428571,0.14705882352941177,0.11134453781512606
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_M,34410,0.0,0.6666666666666666,0.014261907929055682,0.027914791926498234,0.0,0.0,0.021739130434782608,0.021739130434782608
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_N,34410,0.0,0.5,0.030457244535083586,0.03965110989489623,0.014925373134328358,0.0,0.05263157894736842,0.05263157894736842
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_P,34410,0.0,1.0,0.0453985679310559,0.07347605467556612,0.02127659574468085,0.0,0.0625,0.0625
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_Q,34410,0.0,0.75,0.0252576072819205,0.039762604129854925,0.0,0.0,0.040983606557377046,0.040983606557377046
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_R,34410,0.0,1.0,0.08680518377499646,0.11265376047626227,0.05102040816326531,0.0,0.12087912087912088,0.12087912087912088
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_S,34410,0.0,0.75,0.04888666782689142,0.05511335829458924,0.041666666666666664,0.0,0.0784313725490196,0.0784313725490196
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_T,34410,0.0,0.5,0.03611325277814759,0.04627745294833375,0.023255813953488372,0.0,0.05952380952380952,0.05952380952380952
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_V,34410,0.0,1.0,0.056915256137759794,0.062079666936485825,0.04878048780487805,0.0,0.08333333333333333,0.08333333333333333
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_W,34410,0.0,1.0,0.034856397122656,0.07926707506715333,0.0,0.0,0.03571428571428571,0.03571428571428571
amp_vs_without_amp_evidence,1,amp_positive,amino_acid_composition,aa_fraction_Y,34410,0.0,1.0,0.023793960698169556,0.042051885979537774,0.0,0.0,0.038461538461538464,0.038461538461538464
