Partition,folder,k,Seed,Algorithm,AUPRC train,AUPRC val,AUPRC test
Cluster aware,cluster_aware_k300,300,seed_7,Random Forest,1.0,1.0,0.8223176311064119
Cluster aware,cluster_aware_k300,300,seed_7,SVM,0.9353633065865267,0.9388888984412254,0.8334847327137545
Cluster aware,cluster_aware_k300,300,seed_1,KNN,1.0,1.0,0.8341697854452408
Cluster aware,cluster_aware_k300,300,seed_1,Logistic Regression,0.8895836982102299,0.8900870096018942,0.8075696138880538
Cluster aware,cluster_aware_k300,300,seed_1,Random Forest,1.0,1.0,0.8413628798044546
Cluster aware,cluster_aware_k300,300,seed_1,SVM,0.92820195869141,0.9389743145747121,0.8374355556781081
Cluster aware,cluster_aware_k300,300,seed_5,KNN,1.0,1.0,0.852042542404526
Cluster aware,cluster_aware_k300,300,seed_5,Logistic Regression,0.8798679281198489,0.9220789111052603,0.8473540509205725
Cluster aware,cluster_aware_k300,300,seed_5,Random Forest,0.9999999999999999,1.0,0.8632221615717397
Cluster aware,cluster_aware_k300,300,seed_5,SVM,0.9244697572040527,0.9623100223106676,0.8581956557185495
Cluster aware,cluster_aware_k300,300,seed_10,KNN,1.0,1.0,0.7163678001021723
Cluster aware,cluster_aware_k300,300,seed_10,Logistic Regression,0.8991310349519364,0.9009937741412477,0.7243332087458321
Cluster aware,cluster_aware_k300,300,seed_10,Random Forest,1.0,1.0,0.7201985638759207
Cluster aware,cluster_aware_k300,300,seed_10,SVM,0.9337866918222949,0.9453770297158275,0.7277354546196072
Cluster aware,cluster_aware_k300,300,seed_3,KNN,1.0,1.0,0.8224176283249922
Cluster aware,cluster_aware_k300,300,seed_3,Logistic Regression,0.8962470800160618,0.8812969464288032,0.7861394731673754
Cluster aware,cluster_aware_k300,300,seed_3,Random Forest,1.0,1.0,0.8197247020137799
Cluster aware,cluster_aware_k300,300,seed_3,SVM,0.933752448017458,0.9156184645009273,0.8384020002497712
Cluster aware,cluster_aware_k300,300,seed_4,KNN,1.0,1.0,0.818466104451632
Cluster aware,cluster_aware_k300,300,seed_4,Logistic Regression,0.9029533624819421,0.823696367675656,0.7778542274728588
Cluster aware,cluster_aware_k300,300,seed_4,Random Forest,0.9999999999999999,1.0,0.8180252908021047
Cluster aware,cluster_aware_k300,300,seed_4,SVM,0.9324354342941223,0.9057936796903698,0.8322725713500921
Cluster aware,cluster_aware_k300,300,seed_6,KNN,1.0,1.0,0.7977896977080241
Cluster aware,cluster_aware_k300,300,seed_6,Logistic Regression,0.8999357625608078,0.8334418349255178,0.7868562609878267
Cluster aware,cluster_aware_k300,300,seed_6,Random Forest,1.0,1.0,0.8229487917724507
Cluster aware,cluster_aware_k300,300,seed_6,SVM,0.9368889545563521,0.8799176393148948,0.8375552896616867
Cluster aware,cluster_aware_k300,300,seed_9,KNN,1.0,1.0,0.8806728805417123
Cluster aware,cluster_aware_k300,300,seed_9,Logistic Regression,0.8815130659034801,0.9010207493541632,0.8518332629285914
Cluster aware,cluster_aware_k300,300,seed_9,Random Forest,1.0,1.0,0.881038588782445
Cluster aware,cluster_aware_k300,300,seed_9,SVM,0.9261305496233365,0.9303805090002537,0.8771006600790542
Cluster aware,cluster_aware_k300,300,seed_8,KNN,1.0,1.0,0.8687496431341754
Cluster aware,cluster_aware_k300,300,seed_8,Logistic Regression,0.8912572655526917,0.8298724744335751,0.8527134652180818
Cluster aware,cluster_aware_k300,300,seed_8,Random Forest,1.0,1.0,0.8683107300198001
Cluster aware,cluster_aware_k300,300,seed_8,SVM,0.9333700145159345,0.8955805212955806,0.8652774020811178
Cluster aware,cluster_aware_k300,300,seed_2,KNN,1.0,1.0,0.7366026415670763
Cluster aware,cluster_aware_k300,300,seed_2,Logistic Regression,0.9001577511621881,0.9116092994947884,0.7266481200375328
Cluster aware,cluster_aware_k300,300,seed_2,Random Forest,1.0,0.9999999999999999,0.7467283658831705
Cluster aware,cluster_aware_k300,300,seed_2,SVM,0.9379395190944961,0.9316451419617805,0.76365429064084
