run_id,dataset_id,strategy,seed,split_id,embedding_id,model,val_auprc,test_auprc,val_auroc,test_auroc,test_f1,test_mcc,schema_path,model_path,preds_test_path,align_train_method,align_val_method,align_test_method
20260125T190040Z,amp_case_study_v1,splits,1,amp_case_study_v1__random__seed_1,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9281963864610776,0.8941470807781936,0.9416050903119868,0.9232164857977082,0.8235294117647058,0.7252062848021564,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_1/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_1/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_1/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,1,amp_case_study_v1__random__seed_1,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9367065915483402,0.8952615725314891,0.9491143424765022,0.9225988747725337,0.8021680216802168,0.6929639071807898,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_1/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_1/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_1/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,7,amp_case_study_v1__random__seed_7,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9366708702209086,0.8831441024071129,0.9482186047094503,0.9083060109289618,0.8065843621399177,0.7007351051389534,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_7/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_7/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_7/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,7,amp_case_study_v1__random__seed_7,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9306417040408493,0.8799325755583435,0.9478079767608807,0.9073565501928246,0.798941798941799,0.6797597441387176,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_7/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_7/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_7/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,13,amp_case_study_v1__random__seed_13,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9324859356152421,0.8723310002704998,0.9496956318148372,0.8950740082397501,0.7898259705488622,0.6715385296823045,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_13/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_13/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_13/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,13,amp_case_study_v1__random__seed_13,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9052315948853034,0.8941728882363845,0.9294875540493164,0.9098106813135445,0.8022130013831259,0.7007246274114777,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_13/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_13/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_13/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,21,amp_case_study_v1__random__seed_21,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.920363312527711,0.8745999145438731,0.9363927489462592,0.9079618427963877,0.7909604519774012,0.6826158125990116,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_21/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_21/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_21/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,21,amp_case_study_v1__random__seed_21,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9408785253589472,0.8864937236651921,0.9499574283377018,0.9166659710512697,0.7994722955145118,0.6797954954553094,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_21/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_21/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_21/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,42,amp_case_study_v1__random__seed_42,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9286461125078652,0.8876536263386613,0.9399258572752547,0.9117857037867622,0.8102981029810298,0.7031192619899657,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_42/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_42/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_42/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,42,amp_case_study_v1__random__seed_42,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9347103382615318,0.9060207910541456,0.9441643433112407,0.9225696589258585,0.7972972972972973,0.6842493340652859,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_42/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_42/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_42/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,77,amp_case_study_v1__random__seed_77,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9429842784340142,0.8954409384817749,0.9453224184267366,0.9099339574169454,0.8092643051771117,0.7057059866200353,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_77/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_77/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/random/seed_77/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
20260125T190040Z,amp_case_study_v1,splits,77,amp_case_study_v1__random__seed_77,embedding_esm2_t6_8M_UR50D_mean_last_bs4,svm,0.9259836327344594,0.8512183464618024,0.9471443596721147,0.8914881717557889,0.7690217391304348,0.6412525903297916,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_77/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/training_schema.yaml,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_77/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/model.joblib,/home/david/Desktop/umag_projects/MinimalCommunityStandar_v0.1/demonstrative_applications/case_demo_01/splits/stratified/seed_77/models/svm/embedding_esm2_t6_8M_UR50D_mean_last_bs4/preds_test.csv,idx,idx,idx
